id,day,block,trial,first_image,second_image,first_press,correct,real_prep_time
013,1,3,1,2,2,2,1,1.90676010870266
013,1,3,2,5,5,5,1,2.10954272729214
013,1,3,3,6,6,10,0,1.80622642119124
013,1,3,4,9,9,9,1,1.98825065726669
013,1,3,5,2,2,2,1,1.88506865445379
013,1,3,6,6,6,6,1,1.9443232118756
013,1,3,7,2,2,2,1,1.92417816293528
013,1,3,8,6,6,6,1,1.87374239733799
013,1,3,9,6,2,2,1,0.382473294681404
013,1,3,10,9,2,2,1,0.334065437080426
013,1,3,11,5,5,5,1,1.86857449650051
013,1,3,12,9,9,9,1,1.75905552252152
013,1,3,13,9,6,6,1,0.401682235224143
013,1,3,14,6,6,6,1,1.87720167605221
013,1,3,15,2,5,2,0,0.139997029931692
013,1,3,16,9,5,5,1,0.561649474411752
013,1,3,17,9,9,9,1,1.9216216826735
013,1,3,18,2,9,9,1,0.351606574760808
013,1,3,19,9,2,9,0,0.15833870932147
013,1,3,20,6,2,2,1,0.335238333065718
013,1,3,21,6,5,6,0,0.2415186966482
013,1,3,22,9,9,9,1,1.93017883691027
013,1,3,23,6,6,6,1,2.06482971536934
013,1,3,24,9,9,9,1,2.05166417067448
013,1,3,25,9,9,9,1,1.86840021001444
013,1,3,26,9,9,9,1,1.80352568132366
013,1,3,27,2,6,6,1,0.47685869860652
013,1,3,28,9,9,9,1,1.83940135873854
013,1,3,29,6,6,6,1,1.91513854070763
013,1,3,30,6,2,2,1,0.437350396008696
013,1,3,31,6,6,6,1,2.01141059051952
013,1,3,32,2,2,2,1,1.84771484421617
013,1,3,33,5,5,5,1,2.13408589479332
013,1,3,34,9,9,9,1,1.99012719602979
013,1,3,35,2,2,2,1,1.84686888485703
013,1,3,36,6,6,6,1,1.83389285228986
013,1,3,37,9,9,9,1,1.8596687516856
013,1,3,38,6,6,6,1,1.93292043385372
013,1,3,39,2,2,2,1,1.86877400219964
013,1,3,40,6,6,6,1,1.88592885338949
013,1,3,41,6,6,6,1,2.0022678724381
013,1,3,42,9,9,9,1,1.96863865437444
013,1,3,43,6,9,9,1,0.500205633094083
013,1,3,44,2,2,2,1,1.95260354769016
013,1,3,45,6,6,6,1,1.88303983003061
013,1,3,46,2,2,2,1,1.83790256062639
013,1,3,47,2,2,2,1,1.81795302411228
013,1,3,48,9,9,9,1,1.81242592835952
013,1,3,49,6,6,6,1,2.03703299389781
013,1,3,50,5,5,5,1,1.99381511865977
013,1,3,51,5,5,5,1,1.8574296103252
013,1,3,52,5,5,5,1,1.81281748101173
013,1,3,53,9,9,9,1,1.84482723427209
013,1,3,54,2,2,2,1,2.01187399682749
013,1,3,55,5,5,5,1,1.92161573622252
013,1,3,56,6,9,6,0,0.301604042420877
013,1,3,57,9,6,6,1,0.401616842389558
013,1,3,58,6,6,6,1,1.9582236549777
013,1,3,59,9,9,8,0,1.86320438865187
013,1,3,60,2,2,2,1,1.83146052620395
013,1,3,61,6,9,6,0,0.105285345300217
013,1,3,62,2,2,2,1,1.74660760192091
013,1,3,63,2,2,2,1,1.88385808547173
013,1,3,64,5,2,2,1,0.390241967625116
013,1,3,65,2,6,2,0,0.116598756505482
013,1,3,66,5,5,5,1,1.84628374767453
013,1,3,67,5,5,5,1,1.84641463763546
013,1,3,68,9,9,9,1,1.82203039202795
013,1,3,69,6,6,6,1,1.87698424892733
013,1,3,70,9,9,9,1,1.81701419453566
013,1,3,71,5,2,2,1,0.436654768225708
013,1,3,72,5,9,5,0,0.0409752415398543
013,1,3,73,2,2,2,1,1.8612365267345
013,1,3,74,5,6,6,1,0.357918896388583
013,1,3,75,2,2,2,1,1.94467450377124
013,1,3,76,2,9,2,0,0.203602928349937
013,1,3,77,5,5,5,1,1.68898115627781
013,1,3,78,9,9,9,1,1.88925925548392
013,1,3,79,6,6,6,1,1.90164307589475
013,1,3,80,5,9,5,0,0.13853779783858
013,1,3,81,9,9,9,1,1.84384070426495
013,1,3,82,6,6,6,1,1.88003145711082
013,1,3,83,2,9,2,0,0.153250147754079
013,1,3,84,5,5,5,1,1.67035827498876
013,1,3,85,5,2,5,0,0.325234610010739
013,1,3,86,2,2,2,1,1.82798697789258
013,1,3,87,5,5,5,1,1.76373745117598
013,1,3,88,5,9,5,0,-0.0111886628619686
013,1,3,89,6,5,6,0,0.209451902139335
013,1,3,90,9,5,9,0,0.0524471424469084
013,1,3,91,2,6,2,0,0.189099653294761
013,1,3,92,5,5,5,1,1.91388322240346
013,1,3,93,5,5,5,1,2.00837318932463
013,1,3,94,9,5,6,0,0.391958531259661
013,1,3,95,6,5,5,1,0.37000805371099
013,1,3,96,2,5,5,1,0.366688352343772
013,1,3,97,5,5,5,1,1.96156366720606
013,1,3,98,5,5,5,1,1.80875244621893
013,1,3,99,2,2,2,1,1.91279347711861
013,1,3,100,5,5,5,1,1.76891126065493
013,1,3,101,2,2,2,1,2.00853745413588
013,1,3,102,5,6,5,0,0.0416176656981406
013,1,3,103,9,2,9,0,0.0901684073051001
013,1,3,104,5,5,5,1,1.81906580843861
013,1,3,105,5,6,5,0,0.146660947768396
013,1,3,106,2,5,2,0,0.125210678810618
013,1,3,107,9,6,6,1,0.343204642282217
013,1,3,108,6,6,6,1,1.94326051798453
