preparation_time,first_image,second_image
0.55,2,2
0.55,5,5
0.55,6,6
0.55,9,9
0.254406633259011,2,2
0.380330207127946,5,5
0.275541042711169,9,6
0.466649274122697,6,6
0.347236287361184,5,5
0.536063273384019,5,5
0.358124777798861,5,5
0.511208638198908,2,6
0.249921824240927,2,2
0.358594921273576,6,9
0.352298273356002,9,2
0.475228592291306,6,9
0.179277688492332,6,5
0.484482800297898,9,2
0.471694254151532,9,9
0.312528508341226,6,6
0.164580499328867,2,6
0.45690164278103,2,2
0.421571027612241,5,5
0.517571555302967,6,6
0.374074248920823,9,9
0.537087583890296,9,9
0.273353740430273,5,9
0.285555986446141,5,5
0.442352724578787,5,5
0.430547962373725,9,9
0.440139568746501,2,5
0.507577097626754,2,6
0.436659634957389,5,5
0.422861108068561,2,5
0.487246736820845,2,9
0.408047599398069,6,6
0.271079555251503,9,9
0.48151248089983,5,9
0.24788781907054,9,9
0.431512277196992,6,2
0.364355296337455,9,5
0.302323807499405,2,2
0.221447174063541,5,5
0.504332641773222,6,6
0.182093397393915,9,9
0.471435458830206,6,6
0.423388140757418,2,2
0.334804176519202,9,9
0.415619723776559,5,9
0.263066504918267,6,6
0.494629909974601,6,2
0.221391822357095,9,9
0.381884312637578,5,5
0.335453752987454,2,2
0.419288730687739,9,9
0.3404497817645,9,9
0.531004461403668,6,6
0.491303052166483,2,2
0.509402842388455,6,5
0.160227641332943,5,6
0.212569160871374,5,2
0.340759260069451,6,6
0.443888736405333,5,5
0.292523790929983,6,6
0.375781453070992,2,5
0.168187799261141,5,5
0.406176522239853,6,2
0.422482552323132,2,2
0.308254990044193,5,2
0.20466920413529,9,6
0.316583100863833,6,6
0.445385133662557,6,5
0.383723054302761,9,9
0.503373290433988,6,9
0.381499844528235,2,2
0.221188184116769,2,9
0.386700677227057,9,5
0.171551097470545,9,9
0.447365253150863,6,6
0.230415064591488,6,6
0.511870136988822,5,5
0.339427152096464,6,6
0.326661273664371,5,5
0.20443188084228,5,5
0.473078239020319,6,6
0.516811502992679,9,9
0.427835396822814,9,9
0.417017783570247,5,6
0.432647105943911,9,2
0.447925440502984,5,6
0.435838063616471,5,5
0.2071850096301,2,9
0.416543179142784,2,2
0.514142957282034,6,6
0.162969983545011,5,5
0.223925749932206,6,6
0.454940833755352,9,5
0.166746699899503,9,9
0.261594589212082,2,2
0.493184165513435,9,9
0.297615998587209,9,9
0.509596750141208,2,2
0.265639132500999,2,2
0.302129392376272,2,2
0.193749357074803,5,2
0.475849844475841,2,2
0.523394176875584,2,2
0.223242875700308,5,5
0.274479426738419,2,2
0.419881617309397,9,6
0.181640416870519,2,2
0.163089597720456,6,6
