id,day,block,trial,first_image,second_image,first_press,correct,real_prep_time
bias_0,1,8,1,2,2,2,1,1.96683784933703
bias_0,1,8,2,4,4,4,1,2.01202342957549
bias_0,1,8,3,7,7,7,1,2.0038349906099
bias_0,1,8,4,9,9,9,1,1.98651034315117
bias_0,1,8,5,2,9,9,1,0.522406320975279
bias_0,1,8,6,2,2,NaN,NaN,NaN
bias_0,1,8,7,4,4,NaN,NaN,NaN
bias_0,1,8,8,7,7,NaN,NaN,NaN
bias_0,1,8,9,9,9,NaN,NaN,NaN
bias_0,1,8,10,2,2,NaN,NaN,NaN
bias_0,1,8,11,2,2,NaN,NaN,NaN
bias_0,1,8,12,4,4,NaN,NaN,NaN
bias_0,1,8,13,2,2,NaN,NaN,NaN
bias_0,1,8,14,2,2,NaN,NaN,NaN
bias_0,1,8,15,9,9,NaN,NaN,NaN
bias_0,1,8,16,7,7,NaN,NaN,NaN
bias_0,1,8,17,2,4,NaN,NaN,NaN
bias_0,1,8,18,4,4,NaN,NaN,NaN
bias_0,1,8,19,4,2,NaN,NaN,NaN
bias_0,1,8,20,2,2,NaN,NaN,NaN
bias_0,1,8,21,7,7,NaN,NaN,NaN
bias_0,1,8,22,7,4,NaN,NaN,NaN
bias_0,1,8,23,2,2,NaN,NaN,NaN
bias_0,1,8,24,9,9,NaN,NaN,NaN
bias_0,1,8,25,4,4,NaN,NaN,NaN
bias_0,1,8,26,7,2,NaN,NaN,NaN
bias_0,1,8,27,2,2,NaN,NaN,NaN
bias_0,1,8,28,9,4,NaN,NaN,NaN
bias_0,1,8,29,4,4,NaN,NaN,NaN
bias_0,1,8,30,2,2,NaN,NaN,NaN
bias_0,1,8,31,9,4,NaN,NaN,NaN
bias_0,1,8,32,9,7,NaN,NaN,NaN
bias_0,1,8,33,2,4,NaN,NaN,NaN
bias_0,1,8,34,9,9,NaN,NaN,NaN
bias_0,1,8,35,9,9,NaN,NaN,NaN
bias_0,1,8,36,7,7,NaN,NaN,NaN
bias_0,1,8,37,2,2,NaN,NaN,NaN
bias_0,1,8,38,9,9,NaN,NaN,NaN
bias_0,1,8,39,9,9,NaN,NaN,NaN
bias_0,1,8,40,2,2,NaN,NaN,NaN
bias_0,1,8,41,7,7,NaN,NaN,NaN
bias_0,1,8,42,9,9,NaN,NaN,NaN
bias_0,1,8,43,2,7,NaN,NaN,NaN
bias_0,1,8,44,9,9,NaN,NaN,NaN
bias_0,1,8,45,7,7,NaN,NaN,NaN
bias_0,1,8,46,9,9,NaN,NaN,NaN
bias_0,1,8,47,2,2,NaN,NaN,NaN
bias_0,1,8,48,7,7,NaN,NaN,NaN
bias_0,1,8,49,4,4,NaN,NaN,NaN
bias_0,1,8,50,2,2,NaN,NaN,NaN
bias_0,1,8,51,9,9,NaN,NaN,NaN
bias_0,1,8,52,9,7,NaN,NaN,NaN
bias_0,1,8,53,4,4,NaN,NaN,NaN
bias_0,1,8,54,2,4,NaN,NaN,NaN
bias_0,1,8,55,4,9,NaN,NaN,NaN
bias_0,1,8,56,7,7,NaN,NaN,NaN
bias_0,1,8,57,7,9,NaN,NaN,NaN
bias_0,1,8,58,2,2,NaN,NaN,NaN
bias_0,1,8,59,4,7,NaN,NaN,NaN
bias_0,1,8,60,4,4,NaN,NaN,NaN
bias_0,1,8,61,9,9,NaN,NaN,NaN
bias_0,1,8,62,7,7,NaN,NaN,NaN
bias_0,1,8,63,9,9,NaN,NaN,NaN
bias_0,1,8,64,7,7,NaN,NaN,NaN
bias_0,1,8,65,9,2,NaN,NaN,NaN
bias_0,1,8,66,9,9,NaN,NaN,NaN
