preparation_time,first_image,second_image
0.79569439807419,2,2
0.79569439807419,4,4
0.79569439807419,7,7
0.79569439807419,9,9
0.38068741478384,7,7
0.261358546395311,4,2
0.364248542829428,4,4
0.229426134986297,2,2
0.321992743695554,2,2
0.386383449223829,2,2
0.298751355435265,9,9
0.309597936005917,2,2
0.373695503348363,7,7
0.384738639726117,2,2
0.227917232528572,7,9
0.236730486518355,4,4
0.486483686436617,9,7
0.327797630126742,7,4
0.349573437753086,9,9
0.278993705051196,2,2
0.573414293520204,4,4
0.353835205687527,9,9
0.193712060622045,7,7
0.222606802727169,2,2
0.264160485525359,2,7
0.338678447160184,2,2
0.331661539315678,9,2
0.10117370086797,7,9
0.328058524718157,7,7
0.225285624942132,4,4
0.302207931534813,7,7
0.261365560355051,9,4
0.398260672831422,7,2
0.285328143201924,7,7
0.229350232381833,4,9
0.395867758138079,9,9
0.323329303784329,2,4
0.343141852574517,9,9
0.322356559856836,7,7
0.199754783801156,9,4
0.286047975215026,2,7
0.60016856458569,4,4
0.188188059294324,7,7
0.176173347582343,9,9
0.2825904590114,9,9
0.294574916005832,4,4
0.377436360276675,4,7
0.208122479986172,2,4
0.285725038187439,7,7
0.330771639053273,7,7
0.30517165768842,9,7
0.231869590222861,2,2
0.325949989752023,4,4
0.257880027742577,9,7
0.292049981586565,9,2
0.222119538169638,9,2
0.442846200007886,4,9
0.287642116764063,7,7
0.249072597477632,4,4
0.219792445295495,4,4
0.447531737191217,9,9
0.361906663145171,7,7
0.201771743995356,4,4
0.19666162529816,2,7
0.41449660366279,4,7
0.320813060271799,9,9
0.144644748252354,4,4
0.247439247290905,2,9
0.190957067349972,7,7
0.339486213063376,7,4
0.405927274150127,9,9
0.454665128730918,2,2
0.236729071716752,4,2
0.194007133196316,7,7
0.267747128140484,2,9
0.458980222456159,7,2
0.520826113971876,9,9
0.264882510689062,7,7
0.31781808384383,2,2
0.445171392519429,9,9
0.38328194323993,7,7
0.497809617090002,7,7
0.310385877558277,4,9
0.277285796179992,2,2
0.370257644575959,9,9
0.183852358558202,9,4
0.392037283623882,2,2
0.307581765697644,7,2
0.407913121390264,4,4
0.49745920200049,7,4
0.270355928719462,4,4
0.201612419664026,7,7
0.246084666451652,2,2
0.198823828250919,2,9
0.223361674048558,9,9
0.379791392203029,2,2
0.334705315716265,9,9
0.222106246531729,4,4
0.214992204611854,4,7
0.542400926525981,4,2
0.79569439807419,9,9
0.257923436993957,4,4
0.283469193550242,4,4
0.277758937891217,7,9
0.217185889589946,2,2
0.200818898072729,9,9
0.217533615422518,4,4
0.268423337470386,2,2
0.570250092027934,9,9
0.306406782693076,2,4
0.268997053188153,4,4
0.238030856705207,2,2
