preparation_time,first_image,second_image
0.55,1,1
0.55,4,4
0.55,7,7
0.55,10,10
0.234651246400024,7,7
0.25621866374889,7,7
0.346629263712135,7,7
0.171345018046832,7,7
0.379647042196805,10,10
0.208691429962324,7,7
0.385722214761314,4,4
0.429903344008372,7,7
0.19093377153113,1,1
0.315622395127827,4,4
0.427760063091098,7,7
0.315671707810761,1,1
0.169981383578435,1,1
0.364358562366205,7,7
0.415517858087916,10,10
0.355955644823323,1,1
0.527837902396325,7,7
0.384622016200797,1,1
0.511360766115153,10,10
0.204989881658495,10,10
0.205710538900303,7,7
0.47295651548381,10,10
0.309070734794213,10,10
0.216141678846773,1,1
0.521003432158414,1,1
0.289106343898203,1,1
0.450324841254462,7,7
0.440399194140181,10,10
0.503322436482324,4,4
0.399468882822244,4,4
0.450376973610935,4,4
0.289559336791137,4,4
0.25797115670601,10,10
0.508354487278427,10,10
0.321236475948518,10,10
0.535936018859354,1,1
0.415376599127379,7,7
0.398678288083649,10,10
0.19589838918135,4,4
0.529795703482829,4,4
0.329964853391976,10,10
0.381355845754853,10,10
0.313254721104512,1,1
0.244810792097211,4,4
0.511351808224902,1,1
0.379471794668914,4,4
0.151148130812464,4,4
0.39685796544829,4,4
0.280657960708838,7,7
0.360823240903044,1,1
0.50437683972431,4,4
0.292907904001,1,1
