preparation_time,first_image,second_image
0.55,2,2
0.55,4,4
0.55,7,7
0.55,9,9
0.227869851617015,7,7
0.234243055541154,9,7
0.300976312944258,2,9
0.311138884069069,2,2
0.504071077773118,4,4
0.230861737348029,4,4
0.3176059309935,4,2
0.409183669335704,9,9
0.354657181117332,4,4
0.283532994205841,9,9
0.461389373543738,2,2
0.204174053827044,7,4
0.226684308902222,4,9
0.311035659158386,7,7
0.46473778609909,7,7
0.251523277571076,9,9
0.193794168532608,7,7
0.522270405752755,4,4
0.200554913509839,2,2
0.392002156145425,9,9
0.266048774635131,7,7
0.400611756769028,2,9
0.413790381536327,9,9
0.177090464650278,7,7
0.292177169920409,9,9
0.283889630990709,7,7
0.221002546886694,2,2
0.153201335912912,7,9
0.154175360837888,7,7
0.388983521855649,2,2
0.183855408140849,9,2
0.276267294771466,4,9
0.537447331587987,4,7
0.499433020494805,9,9
0.51511359766833,2,2
0.217959304372754,9,9
0.276723160275618,4,9
0.246712094285625,2,2
0.346381987929993,7,2
0.367577363827405,7,7
0.312181754834004,7,7
0.446964125270717,2,2
0.407493206306081,4,4
0.413737340285868,9,9
0.209689474107093,9,7
0.448633515922302,9,9
0.406579038246247,9,9
0.269292411692655,7,7
0.300331158127784,2,2
0.545451146070059,7,7
0.287837976111967,2,4
0.28737800026051,4,4
0.395461381750041,4,4
0.397357085095736,7,7
0.155341368876498,9,9
0.379773117930828,4,4
0.461071780831849,9,9
0.5299528308551,2,2
0.431192869240005,2,2
0.19648229337913,7,9
0.248640591249236,7,9
0.317575472287029,7,2
0.402812618685536,7,7
0.188188101385948,4,4
0.306123683769253,9,9
0.278787035012291,4,2
0.538530117571031,2,9
0.537672951844577,7,7
0.447367187290206,2,2
0.357075718014187,9,2
0.215791982447564,2,2
0.529752628153989,4,7
0.518730381873554,7,2
0.50302828013562,2,4
0.170415440010028,4,4
0.459976086173892,9,4
0.192358060969384,7,7
0.512158346651861,9,9
0.385154593884641,4,4
0.545235903077968,4,4
0.321464542606471,2,2
0.401939991580456,2,2
0.460512533706128,7,7
0.253926995107046,9,4
0.405565227704863,4,4
0.48071999006427,9,9
0.358522103328172,4,4
0.319794055551021,4,4
0.362401215121713,7,4
0.528391249068024,7,4
0.549709464857697,2,7
0.418369435539305,2,2
0.465830454816913,2,4
0.542635021877455,7,7
0.206623364861047,9,7
0.160514807954714,4,4
0.448577104489659,2,7
0.396635229616188,2,7
0.189681879710429,9,4
0.358761070142862,2,2
0.352972792591465,4,7
0.264277210369043,9,2
0.249375395709923,9,9
0.222139672078777,2,2
0.383529226790045,4,2
0.211567442940386,9,9
0.434691035082107,4,4
0.493500962180814,4,4
