preparation_time,first_image,second_image,id,day,block,trial,first_press,correct,time_first_press,real_prep_time,diff_last_beep,second_image_prep
0.55,2,2,001,1,1,1,2,1,1.55471050127016,1.55471050127016,-0.255256392569208,0.562086377032756
0.55,4,4,001,1,1,2,4,1,1.63159181764422,1.63159181764422,-0.198387718166487,0.566442664119677
0.55,7,7,001,1,1,3,7,1,1.64864504547586,1.64864504547586,-0.231685087726873,0.56650389866445
0.55,9,9,001,1,1,4,9,1,1.71019830313162,1.71019830313162,-0.129897953620457,0.566761873871656
0.51798730282193,7,7,001,1,1,5,7,1,1.6870028594567,1.6870028594567,-0.198328458931428,0.550063806394974
0.418176040527131,4,2,001,1,1,6,4,0,1.69344729740442,0.144307982496684,-0.181961453052281,0.450860685092266
0.205537434996295,7,7,001,1,1,7,7,1,1.77392316528676,1.77392316528676,-0.116308992646736,0.234644333551842
0.525303031810316,7,7,001,1,1,8,7,1,1.61076924258305,1.61076924258305,-0.264264377157815,0.551090233226205
0.441813921130923,7,7,001,1,1,9,7,1,1.75726460396618,1.75726460396618,-0.127902368809373,0.468557525093274
0.549062997658018,9,9,001,1,1,10,9,1,1.70137488933324,1.70137488933324,-0.0937851896160282,0.567298367486728
0.260319177920865,2,2,001,1,1,11,2,1,1.75006950515854,1.75006950515854,-0.080553493115076,0.282324257848813
0.247997512370107,9,9,001,1,1,12,9,1,1.84620145376903,1.84620145376903,0.046168584645784,0.269257258149082
0.526408412063007,7,7,001,1,1,13,7,1,1.79713015858579,1.79713015858579,-0.068134394394292,0.553246874351316
0.443886356521465,4,4,001,1,1,14,4,1,1.76069352903141,1.76069352903141,-0.104134263629021,0.467544982282561
0.223100060452722,7,7,001,1,1,15,7,1,1.7684417270375,1.7684417270375,-0.0916017692416062,0.250227875465498
0.464412068410863,2,2,001,1,1,16,2,1,1.794720577318,1.794720577318,-0.0152475017075631,0.483759889455541
0.463856665961436,2,2,001,1,1,17,2,1,1.90176033354874,1.90176033354874,0.0517008175229421,0.483487692034032
0.523058587441269,9,4,001,1,1,18,9,0,1.82335933694594,0.373510451947368,-0.0614704310210072,0.550151115001427
0.449033665519965,4,4,001,1,1,19,4,1,1.79690813398338,1.79690813398338,-0.0181796486976964,0.469835154217435
0.243494836690258,4,7,001,1,1,20,4,0,1.6786771742718,-0.0511675926245516,-0.171274885005914,0.270155233103651
0.206958046843928,4,9,001,1,1,21,4,0,1.66857727266142,-0.0983614623746689,-0.201128841034006,0.233061264963908
0.209173845407202,7,7,001,1,1,22,7,1,1.85785211385701,1.85785211385701,-0.0126826612413424,0.236175197143893
0.209907270807278,4,4,001,1,1,23,4,1,1.6719214767727,1.6719214767727,-0.207956488706259,0.233010302021285
0.286173873661066,2,2,001,1,1,24,2,1,1.59358165784579,1.59358165784579,-0.251703438336335,0.316495108543677
0.501009782039011,7,2,001,1,1,25,7,0,1.67994088340311,0.21353858033217,-0.209908854929381,0.533597696929064
0.388590872519579,2,2,001,1,1,26,2,1,1.68701866191986,1.68701866191986,-0.143018552880676,0.416822575081824
0.393487692540018,7,7,001,1,1,27,7,1,1.96827848759494,1.96827848759494,0.0786343985655549,0.416969933048676
0.494710812325862,9,9,001,1,1,28,9,1,2.03521258460751,2.03521258460751,0.194865068695435,0.516752609677496
0.243460660291969,2,2,001,1,1,29,2,1,2.05618966471593,2.05618966471593,0.16114261288385,0.267475473589002
0.297714287653899,2,2,001,1,1,30,2,1,1.81810649753788,1.81810649753788,-0.0419445049101341,0.317353577342146
0.405015745010401,4,7,001,1,1,31,4,0,1.82870882463067,0.263711795078052,-0.0262764198196237,0.435002970447385
0.539358511911886,4,4,001,1,1,32,4,1,1.73684027186755,1.73684027186755,-0.113056478790895,0.566187454345709
0.396360576739499,4,9,001,1,1,33,4,0,1.84276747784133,0.260260134218697,-0.067062290127069,0.417492656377362
0.20652655128053,7,7,001,1,1,34,7,1,2.11991087847673,2.11991087847673,0.279955658705148,0.233471790805197
0.480221435438216,2,2,001,1,1,35,2,1,1.93178290892683,1.93178290892683,0.0367631163408078,0.500100369343272
0.281540995844357,9,9,001,1,1,36,9,1,1.62809274939536,1.62809274939536,-0.211830865449883,0.300363954424029
0.482486818466573,9,9,001,1,1,37,9,1,1.78291396074565,1.78291396074565,-0.0521261972626235,0.503504276719468
0.33575122542246,7,7,001,1,1,38,7,1,1.71825029839238,1.71825029839238,-0.136554007858649,0.373368229364132
0.5022396490958,9,9,001,1,1,39,9,1,1.79636078802832,1.79636078802832,-0.0185436860829213,0.533971030114117
0.461492574958015,9,2,001,1,1,40,2,1,2.19329539622777,0.67712752508487,0.26369261088621,0.483832128857102
0.394684081896647,9,9,001,1,1,41,9,1,1.95033667344796,1.95033667344796,0.0802927821077901,0.41713427866307
0.24775932898124,7,4,001,1,1,42,7,0,1.77123679556098,0.0385980963565089,0.0214778818863124,0.267361300795528
0.220971191329274,4,7,001,1,1,43,4,0,1.88347763813363,0.133538402553313,0.0079229321800085,0.250060764419686
0.242470209509258,9,7,001,1,1,44,9,0,1.72233049431088,-0.00752019850915531,-0.11314642402067,0.270149307179963
0.215593157490667,2,2,001,1,1,45,2,1,1.94727239021449,1.94727239021449,0.0621947013551107,0.233571684515482
0.237622945187133,4,2,001,1,1,46,4,0,1.76757684441509,0.033886886365508,-0.102661022156099,0.266310041950419
0.278998268512749,2,9,001,1,1,47,2,0,1.8735522479019,0.17351290132865,-0.0364495496269228,0.299960653426751
0.449546143133937,4,4,001,1,1,48,4,1,1.83457621942762,1.83457621942762,-0.040318733701497,0.467080728067231
0.39590094371895,9,9,001,1,1,49,9,1,1.75807738742697,1.75807738742697,-0.0369400742947619,0.416365883904291
0.204394593055691,2,2,001,1,1,50,4,0,2.11511794760918,2.11511794760918,0.195133710565642,0.233524672186832
0.22519099789132,2,2,001,1,1,51,2,1,2.02973738521359,2.02973738521359,0.118833839891522,0.24617776109335
0.538546715500095,7,7,001,1,1,52,7,1,1.81604807704025,1.81604807704025,-0.0331735133913753,0.567228103394882
0.39883516167198,9,9,001,1,1,53,9,1,1.74311285803014,1.74311285803014,-0.0919592999653105,0.416822970144494
0.271152632131347,4,2,001,1,1,54,4,0,1.90540523638447,0.205504894616752,0.000503567209307221,0.300099658232284
0.288314010599613,4,4,001,1,1,55,4,1,1.92178606941889,1.92178606941889,0.0365940299889189,0.317317626739168
0.460339048926283,2,4,001,1,1,56,2,0,1.72945093157614,0.212681776718455,-0.190425236372903,0.483230845142316
0.268400318388262,7,7,001,1,1,57,7,1,1.73742351155852,1.73742351155852,-0.102583856340061,0.303394133550682
0.40347562454564,9,9,001,1,1,58,9,1,1.83709070139776,1.83709070139776,-0.00332357992010657,0.433239753781891
0.539506996180909,7,4,001,1,1,59,2,0,1.9982136974977,0.565645200733343,0.0880299543605361,0.567431503235639
0.496390080521512,4,4,001,1,1,60,4,1,1.97828032109646,1.97828032109646,0.103019323669287,0.518910492854047
0.283946715701655,4,4,001,1,1,61,4,1,1.93669520525691,1.93669520525691,0.0619094669018523,0.317011058958087
0.372819399994056,4,4,001,1,1,62,4,1,1.86978924255345,1.86978924255345,-0.0151965747354552,0.399902087938244
0.416984501433483,4,4,001,1,1,63,4,1,1.87509329815839,1.87509329815839,0.0598415649237722,0.433080600834728
0.490143314842563,7,9,001,1,1,64,9,1,2.07167717069569,0.587532200481292,0.231712469447302,0.515855029785598
0.25487698812613,2,2,001,1,1,65,2,1,1.84000555851708,1.84000555851708,-0.00348042726727726,0.282824010735567
0.206501670762093,2,7,001,1,1,66,2,0,1.76877916929516,-0.00170795191661455,-0.0927559017036401,0.229512878788228
0.224507750301728,2,7,001,1,1,67,2,0,1.94853750617949,0.200101931812242,0.0386054172631702,0.25156442563275
0.370220788827961,7,7,001,1,1,68,7,1,1.86653502754052,1.86653502754052,-0.0233642712646542,0.400504161776553
0.412215311578666,7,2,001,1,1,69,7,0,1.79795066550287,0.23173678943931,-0.107131151749854,0.433786123936443
0.399098002980268,7,4,001,1,1,70,4,1,1.97063893942504,0.391779594361651,0.185360914842022,0.421140654936607
0.311076843262756,2,7,001,1,1,71,2,0,1.71687187679163,0.0502531021229515,-0.178107619512957,0.333381225331323
0.546015654044357,9,2,001,1,1,72,2,1,2.00297270993724,0.570292805810823,0.133069243232967,0.567320095873583
0.402910826736029,7,7,001,1,1,73,7,1,1.65399984673786,1.65399984673786,-0.226991402252679,0.435521686291395
0.333049410418243,9,9,001,1,1,74,9,1,1.67164888428852,1.67164888428852,-0.148248873776538,0.350278403841003
0.392831876691264,9,9,001,1,1,75,9,1,1.95851929737728,1.95851929737728,0.0834107937153021,0.41693121701428
0.460867050817276,9,9,001,1,1,76,9,1,1.76998588091737,1.76998588091737,-0.0801984745667141,0.484582012588362
0.434231512708615,2,2,001,1,1,77,2,1,1.85616959558683,1.85616959558683,-0.0088525673654658,0.467578505647907
0.292721845181983,7,7,001,1,1,78,7,1,1.79258280630893,1.79258280630893,-0.0978715540059056,0.317396300861219
0.223217192049955,9,9,001,1,1,79,9,1,1.90103215013187,1.90103215013187,0.0806204169603006,0.218992784179136
0.329529469269937,7,7,001,1,1,80,7,1,1.93232901282863,1.93232901282863,0.0823599659033789,0.35243154627824
0.420401127457548,9,9,001,1,1,81,9,1,1.97636669180611,1.97636669180611,0.0817222077166662,0.450763895007185
0.273560903470194,4,4,001,1,1,82,4,1,1.88090089685102,1.88090089685102,0.00573629444443213,0.301034825843089
0.463464443808585,9,7,001,1,1,83,7,1,2.06404147240028,0.548179830844674,0.183918746521158,0.484138358444397
0.22328776847394,4,4,001,1,1,84,4,1,1.85579976898953,1.85579976898953,-0.0240904433994729,0.253889362986229
0.291110284502489,9,9,001,1,1,85,7,0,1.7515232152,1.7515232152,-0.108634848933434,0.316912293566929
0.481664097310171,9,4,001,1,1,86,4,1,2.0683187443683,0.568001533631104,0.203701519525566,0.499682789262806
0.267701998918165,2,9,001,1,1,87,2,0,1.7577253385989,0.060496855112433,-0.112374078646098,0.302771516513531
0.423811308307979,9,9,001,1,1,88,9,1,1.71363503659086,1.71363503659086,-0.156630879353543,0.449593327568437
0.383634608193307,2,2,001,1,1,89,2,1,1.68940413653399,1.68940413653399,-0.190774865865023,0.400026927396539
0.523682789639773,7,9,001,1,1,90,9,1,1.90678172374101,0.457212542336492,0.0615855164123786,0.550430818595487
0.292153869670489,4,4,001,1,1,91,4,1,2.13292109514259,2.13292109514259,0.263085401249555,0.317179750250943
0.223086381739408,2,2,001,1,1,92,2,1,1.74999427794864,1.74999427794864,-0.120103559049312,0.254917708260109
0.457273087151034,4,4,001,1,1,93,4,1,1.99695493848776,1.99695493848776,0.126876064443422,0.482590845396771
0.470262310340136,4,4,001,1,1,94,4,1,1.90804030497384,1.90804030497384,0.0129185865025647,0.500573653105675
0.517735548376233,2,4,001,1,1,95,4,1,2.02085798131338,0.575085003425556,0.186071630610968,0.554227022112173
0.526190224218893,9,4,001,1,1,96,9,0,1.68187881012273,0.232094320161195,-0.218013377572788,0.55021551003847
0.204883050541459,4,4,001,1,1,97,4,1,1.83684418297707,1.83684418297707,-0.033041110897102,0.233356375956646
0.282026730142497,7,9,001,1,1,98,7,0,1.65263916184267,-0.0462825555423478,-0.182646546687465,0.301078282614981
0.41587242495058,4,9,001,1,1,99,9,1,2.01550519132797,0.454081888758083,0.175264342040464,0.438576697430108
0.532155712240666,2,9,001,1,1,100,2,0,1.73131207454389,0.281674942549216,-0.153571026736245,0.550362868005323
0.532561641736478,7,7,001,1,1,101,9,0,1.81365664053192,1.81365664053192,-0.0567015420419921,0.549658078158245
0.394828615868305,9,2,001,1,1,102,2,1,2.18232160542539,0.602243890472892,0.277157832650119,0.419922285047505
0.520462222418196,2,4,001,1,1,103,2,0,1.63181107681703,0.181883574567109,-0.268320518192922,0.550072497750079
0.424548173131218,9,7,001,1,1,104,9,0,1.69357766772373,0.143770303697238,-0.17642179894392,0.450192635973508
0.336502699949436,2,2,001,1,1,105,2,1,1.87906613806808,1.87906613806808,0.00412830100685824,0.367914009297237
0.370096733483918,7,2,001,1,1,106,2,1,2.14608785973905,0.547150695447272,0.275899553640556,0.401062835708217
0.411508669021991,4,4,001,1,1,107,7,0,2.01233976443109,2.01233976443109,0.167434500195668,0.434743414993136
0.392341772527997,2,2,001,1,1,108,2,1,1.67995972981407,1.67995972981407,-0.18986411222977,0.422020457057442
0.55,2,2,001,1,2,1,2,1,1.66224724495987,1.66224724495987,-0.177388765059732,0.561600846358488
0.55,4,4,001,1,2,2,4,1,1.64862967404406,1.64862967404406,-0.196206237131264,0.56801941172489
0.55,7,7,001,1,2,3,7,1,1.71740264004075,1.71740264004075,-0.104192573156979,0.568032289171242
0.55,9,9,001,1,2,4,9,1,1.70003998615903,1.70003998615903,-0.100010660735279,0.566871203211122
0.479504978934678,7,4,001,1,2,5,7,0,1.73648718953882,0.237199011478879,-0.123605116597901,0.500711821940058
0.390170830704366,2,7,001,1,2,6,2,0,1.72304169007839,0.14029730951188,-0.137060275312251,0.41725561943349
0.277293270271512,4,4,001,1,2,7,4,1,1.44021727003746,1.44021727003746,-0.414783776874174,0.300255209775059
0.52146052630636,9,9,001,1,2,8,9,1,1.78181210792718,1.78181210792718,-0.0782213340353337,0.550325629501458
0.407229602183232,9,7,001,1,2,9,7,1,2.14354697538874,0.577253984294657,0.263378244591877,0.433707008905913
0.321183268309301,9,9,001,1,2,10,9,1,1.64264281023679,1.64264281023679,-0.222385278641013,0.352620385710907
0.292322485248007,4,4,001,1,2,11,NaN,0,NaN,NaN,NaN,0.316935499480678
0.519870417007796,4,4,001,1,2,12,4,1,1.8275628359479,1.8275628359479,-0.0371634258899576,0.550974085124835
0.346907411457387,9,9,001,1,2,13,NaN,0,NaN,NaN,NaN,0.367479441567411
0.389067030483496,9,9,001,1,2,14,9,1,1.74857383801827,1.74857383801827,-0.106548097737686,0.41650697775367
0.412954755231767,9,9,001,1,2,15,9,1,1.66038153663976,1.66038153663976,-0.194742374422276,0.432974959812782
0.489187439951955,9,9,001,1,2,16,9,1,1.67678330793751,1.67678330793751,-0.178231171068546,0.516135025723997
0.418247114596746,7,4,001,1,2,17,7,0,1.73864708399378,0.188505000098303,-0.136349004897056,0.44985791610452
0.261849256554549,2,2,001,1,2,18,2,1,1.69091070186187,1.69091070186187,-0.168928152521403,0.283452846042564
0.406940073428741,7,4,001,1,2,19,7,0,1.64617868595633,0.0803348798690422,-0.213953126336492,0.434156193912713
0.371243158448201,2,2,001,1,2,20,2,1,1.66650353760087,1.66650353760087,-0.213332156290562,0.402255131532002
0.391767723031632,7,7,001,1,2,21,7,1,1.86454386825062,1.86454386825062,0.00653748721560987,0.422485049466559
0.444832216926692,9,9,001,1,2,22,9,1,2.10620637821012,2.10620637821012,0.236342634947505,0.467552093390623
0.286033907366446,4,2,001,1,2,23,4,0,1.95858561085333,0.275352578628372,0.0455668051308749,0.316766967775038
0.265319500955268,7,7,001,1,2,24,7,1,1.63518993177968,1.63518993177968,-0.209812695380606,0.283513685524667
0.238704101728656,9,9,001,1,2,25,9,1,1.7015950413479,1.7015950413479,-0.158389195694326,0.266753198318838
0.295920738387619,7,7,001,1,2,26,7,1,1.76839402730184,1.76839402730184,-0.0914262591868464,0.317107746326656
0.203587513789857,2,9,001,1,2,27,2,0,1.70728506222986,-0.0563402345323993,-0.157346207051887,0.236374703237743
0.420275902990354,2,2,001,1,2,28,2,1,1.81153850803457,1.81153850803457,-0.0534540253011073,0.450039644429125
0.30331030682691,7,7,001,1,2,29,7,1,1.78246349771507,1.78246349771507,-0.0923046406460344,0.334382763283429
0.265550290645664,2,2,001,1,2,30,2,1,2.01451585641007,2.01451585641007,0.139486365062112,0.284185844844615
0.233350818291281,4,9,001,1,2,31,4,0,1.89608001932902,0.146594606778308,0.0362847994947515,0.250514587449288
0.299314532612839,4,4,001,1,2,32,4,1,1.69814438789581,1.69814438789581,-0.167117794719161,0.317247203061925
