id,day,block,trial,first_image,second_image,first_press,correct,real_prep_time
jcc,1,2,1,2,2,2,1,1.91556792340998
jcc,1,2,2,4,4,4,1,1.99470826907782
jcc,1,2,3,7,7,7,1,1.98131178667245
jcc,1,2,4,9,9,9,1,1.99350734223844
jcc,1,2,5,7,9,9,1,0.348961580253672
jcc,1,2,6,7,4,7,0,0.164007901228615
jcc,1,2,7,4,4,4,1,2.12110550365469
jcc,1,2,8,9,9,9,1,1.95300482370658
jcc,1,2,9,7,2,7,0,0.0510759506141767
jcc,1,2,10,9,9,9,1,1.84416176198283
jcc,1,2,11,4,4,4,1,1.98081203358015
jcc,1,2,12,4,4,4,1,1.88056986074662
jcc,1,2,13,9,9,9,1,1.99791702124639
jcc,1,2,14,9,9,9,1,1.95717114470608
jcc,1,2,15,9,9,9,1,2.00970013235928
jcc,1,2,16,9,9,9,1,1.87922935548704
jcc,1,2,17,7,9,7,0,0.148285234565265
jcc,1,2,18,2,2,2,1,1.99487735549337
jcc,1,2,19,7,9,9,1,0.339151407417376
jcc,1,2,20,2,2,2,1,1.879663589134
jcc,1,2,21,7,7,7,1,1.87373015705089
jcc,1,2,22,9,9,9,1,1.91439781135705
jcc,1,2,23,2,9,7,0,0.379170765445451
jcc,1,2,24,7,7,7,1,2.01562797278166
jcc,1,2,25,9,9,9,1,1.94208841722866
jcc,1,2,26,7,7,7,1,1.9356730706204
jcc,1,2,27,9,4,4,1,0.381548246907187
jcc,1,2,28,2,2,2,1,1.93053213234816
jcc,1,2,29,9,4,4,1,0.368453530856641
jcc,1,2,30,7,7,7,1,1.98652502124605
jcc,1,2,31,2,2,2,1,1.91724383605469
jcc,1,2,32,2,4,2,0,0.192191604932304
jcc,1,2,33,4,4,4,1,1.93772976197943
jcc,1,2,34,7,2,7,0,0.137042962975102
jcc,1,2,35,2,2,2,1,2.15154191013426
jcc,1,2,36,2,2,2,1,1.87145618173236
jcc,1,2,37,4,2,2,1,0.338358518507448
jcc,1,2,38,9,9,9,1,1.94126392340695
jcc,1,2,39,4,4,4,1,1.88055004685884
jcc,1,2,40,9,9,9,1,1.88946981137269
jcc,1,2,41,4,4,4,1,1.9109003298945
jcc,1,2,42,2,9,9,1,0.39175071605132
jcc,1,2,43,7,7,7,1,1.97892041722662
jcc,1,2,44,2,2,2,1,1.94317568790575
jcc,1,2,45,4,9,9,1,0.345166222221451
jcc,1,2,46,2,7,2,0,0.0641785678890301
jcc,1,2,47,9,9,9,1,1.93693049129797
jcc,1,2,48,9,7,7,1,0.348008691347786
jcc,1,2,49,7,7,7,1,2.0441333175404
jcc,1,2,50,2,7,7,1,0.380995160492603
jcc,1,2,51,9,7,7,1,0.351416098768823
jcc,1,2,52,2,2,2,1,1.95633440396341
jcc,1,2,53,4,4,4,1,1.96749207154789
jcc,1,2,54,7,7,7,1,1.98618684840039
jcc,1,2,55,9,9,9,1,2.0083347990294
jcc,1,2,56,2,2,2,1,1.97693799747503
jcc,1,2,57,7,7,7,1,1.92991030518897
jcc,1,2,58,4,4,4,1,1.96776393482287
jcc,1,2,59,7,7,7,1,1.90899534223718
jcc,1,2,60,4,4,4,1,1.93683810766379
jcc,1,2,61,4,4,4,1,1.95110181135533
jcc,1,2,62,2,4,4,1,0.410298074071761
jcc,1,2,63,4,4,4,1,2.03911840396177
jcc,1,2,64,7,7,7,1,1.91794586075412
jcc,1,2,65,7,7,7,1,2.10755449130374
jcc,1,2,66,2,2,2,1,1.87152255211549
jcc,1,2,67,4,4,4,1,1.9095974163065
jcc,1,2,68,4,4,4,1,1.94479577525635
jcc,1,2,69,9,9,9,1,1.92317088636628
jcc,1,2,70,2,2,2,1,2.04455089778639
jcc,1,2,71,7,4,7,0,0.224151308648288
jcc,1,2,72,7,7,7,1,1.8859145900642
jcc,1,2,73,7,7,7,1,2.02182734222151
jcc,1,2,74,4,7,7,1,0.323269925924251
jcc,1,2,75,2,2,2,1,1.97297400889511
jcc,1,2,76,4,4,4,1,2.03254497186572
jcc,1,2,77,9,2,9,0,0.195711604945245
jcc,1,2,78,4,4,4,1,2.00070333080657
jcc,1,2,79,4,4,4,1,2.03289296044386
jcc,1,2,80,9,9,9,1,1.9446089718549
jcc,1,2,81,7,7,7,1,1.92179923204822
jcc,1,2,82,2,2,2,1,2.05793124345655
jcc,1,2,83,2,4,2,0,0.207800098767621
jcc,1,2,84,7,4,4,1,0.715743209875654
jcc,1,2,85,2,7,2,0,0.20321224690997
jcc,1,2,86,9,4,4,1,0.576777086418588
jcc,1,2,87,9,9,9,1,1.96729335549753
jcc,1,2,88,4,7,7,1,0.474111209870898
jcc,1,2,89,9,2,2,1,0.367982617288362
jcc,1,2,90,7,2,2,1,0.419520395065774
jcc,1,2,91,7,7,7,1,2.03697993482638
jcc,1,2,92,9,9,9,1,2.05689223112131
jcc,1,2,93,4,9,9,1,0.445807012336445
jcc,1,2,94,9,9,9,1,2.06305005827744
jcc,1,2,95,2,2,2,1,2.04920077431598
jcc,1,2,96,4,2,4,0,0.311532246923889
jcc,1,2,97,9,2,4,0,0.376876246911706
jcc,1,2,98,2,2,2,1,2.01241302123526
jcc,1,2,99,2,9,9,1,0.369680592586519
jcc,1,2,100,7,7,7,1,1.95211271352309
jcc,1,2,101,4,4,4,1,1.99692857680202
jcc,1,2,102,2,2,2,1,2.04083804685797
jcc,1,2,103,4,2,2,1,0.399535012344131
jcc,1,2,104,4,7,7,1,0.410309925922775
jcc,1,2,105,7,7,7,1,2.03807425580453
jcc,1,2,106,9,7,7,1,0.475986962963361
jcc,1,2,107,4,4,4,1,1.98177124345966
jcc,1,2,108,2,2,9,0,0.0798334048740799
jcc,1,2,109,9,9,9,1,2.13680841722817
jcc,1,2,110,4,9,9,1,0.400222419761121
jcc,1,2,111,2,2,2,1,1.96338309530984
jcc,1,2,112,7,7,7,1,2.00679682371265
