id,day,block,trial,first_image,second_image,first_press,correct,real_prep_time
jcc,1,5,1,2,2,2,1,1.93995271352469
jcc,1,5,2,4,4,4,1,2.03599893575301
jcc,1,5,3,7,7,7,1,1.98534807155374
jcc,1,5,4,9,9,9,1,1.9689901456295
jcc,1,5,5,2,2,2,1,1.9995578785165
jcc,1,5,6,2,2,2,1,1.98826069332426
jcc,1,5,7,7,9,9,1,0.318029037036467
jcc,1,5,8,2,7,7,1,0.406750419759192
jcc,1,5,9,7,7,7,1,1.93217197278864
jcc,1,5,10,7,7,7,1,2.00758829826373
jcc,1,5,11,2,2,2,1,1.9555041501153
jcc,1,5,12,9,9,9,1,2.0175616316119
jcc,1,5,13,7,7,7,1,2.01842738020059
jcc,1,5,14,4,2,2,1,0.438496000002488
jcc,1,5,15,7,7,7,1,2.02292831845989
jcc,1,5,16,4,4,4,1,1.94042441723286
jcc,1,5,17,4,4,4,1,2.02022276740172
jcc,1,5,18,2,4,4,1,0.328643555549206
jcc,1,5,19,7,2,2,1,0.988427456788486
jcc,1,5,20,7,7,7,1,2.01972854518681
jcc,1,5,21,7,4,4,1,0.39119802469213
jcc,1,5,22,4,4,4,1,1.99924340938742
jcc,1,5,23,4,4,4,1,1.98298148345202
jcc,1,5,24,7,7,7,1,1.94451629825926
jcc,1,5,25,4,4,4,1,1.94776054518297
jcc,1,5,26,4,4,4,1,2.06886017031502
jcc,1,5,27,9,9,9,1,2.04535439252504
jcc,1,5,28,7,2,2,1,0.382652839514776
jcc,1,5,29,9,9,9,1,1.98499133079895
jcc,1,5,30,7,7,7,1,1.9269010591961
jcc,1,5,31,2,2,2,1,1.98677068883262
jcc,1,5,32,2,7,2,0,0.160541629622458
jcc,1,5,33,9,9,9,1,1.91493723653548
jcc,1,5,34,9,9,9,1,1.92778306370019
jcc,1,5,35,2,2,2,1,2.05139392790443
jcc,1,5,36,4,4,4,1,1.93649812541844
jcc,1,5,37,9,9,9,1,1.97659096492862
jcc,1,5,38,7,7,7,1,1.93648706369277
jcc,1,5,39,4,4,4,1,1.95874365628697
jcc,1,5,40,2,2,2,1,1.95369121183467
jcc,1,5,41,2,2,2,1,1.95994108838204
jcc,1,5,42,9,4,4,1,0.3385280000075
jcc,1,5,43,9,7,7,1,0.328007901232922
jcc,1,5,44,4,7,4,0,0.151215407400741
jcc,1,5,45,9,7,7,1,0.35302044445416
jcc,1,5,46,7,7,7,1,2.01105710858246
jcc,1,5,47,2,4,4,1,0.580881382717052
jcc,1,5,48,4,9,4,0,0.172338962962385
jcc,1,5,49,2,7,7,1,0.422564345673891
jcc,1,5,50,9,9,9,1,2.02351481678488
jcc,1,5,51,4,7,7,1,0.383609679003712
jcc,1,5,52,2,2,2,1,2.02412439702312
jcc,1,5,53,2,2,2,1,2.02139745425666
jcc,1,5,54,9,7,7,1,0.337729975319235
jcc,1,5,55,9,2,2,1,0.371415308647556
jcc,1,5,56,4,4,4,1,1.97270135549479
jcc,1,5,57,9,2,2,1,0.33858093827439
jcc,1,5,58,9,9,9,1,2.12733246661082
jcc,1,5,59,2,2,2,1,1.96547313776682
jcc,1,5,60,7,9,7,0,0.17287901234522
jcc,1,5,61,2,9,7,0,0.359241481477511
jcc,1,5,62,9,4,4,1,0.354960197524633
jcc,1,5,63,4,4,4,1,2.00713375055057
jcc,1,5,64,9,9,9,1,1.9990977999405
jcc,1,5,65,2,2,2,1,2.01585496493499
jcc,1,5,66,4,4,4,1,1.87757957773283
jcc,1,5,67,9,9,9,1,2.0334660266526
jcc,1,5,68,2,9,7,0,0.474479012336815
jcc,1,5,69,9,9,9,1,1.98695478760055
jcc,1,5,70,9,9,9,1,2.02824703451188
jcc,1,5,71,4,2,2,1,0.377075358032016
jcc,1,5,72,2,2,2,1,1.91779906369629
jcc,1,5,73,4,4,4,1,2.01294905920804
jcc,1,5,74,7,7,7,1,1.9796858785121
jcc,1,5,75,4,4,4,1,1.96758553283871
jcc,1,5,76,2,2,2,1,1.96807382913539
jcc,1,5,77,4,9,9,1,0.326939259262872
jcc,1,5,78,7,7,7,1,1.90240960242227
jcc,1,5,79,2,2,2,1,2.01020242171944
jcc,1,5,80,7,4,4,1,0.440811851862236
jcc,1,5,81,9,9,9,1,1.96422395260015
jcc,1,5,82,7,7,7,1,1.96778362710029
jcc,1,5,83,7,7,7,1,1.93393236784323
jcc,1,5,84,4,4,4,1,2.01704370568041
jcc,1,5,85,2,9,9,1,0.378617283960921
jcc,1,5,86,4,4,4,1,1.96524891105946
jcc,1,5,87,2,4,4,1,0.35505698765337
jcc,1,5,88,7,9,9,1,0.368781827157363
jcc,1,5,89,4,4,4,1,2.01715725673421
jcc,1,5,90,4,4,4,1,1.98667728592409
jcc,1,5,91,2,2,2,1,1.96437802666333
jcc,1,5,92,7,7,7,1,1.89159913327603
jcc,1,5,93,2,2,2,1,2.00476123653061
jcc,1,5,94,9,4,7,0,0.410907654324546
jcc,1,5,95,7,4,4,1,0.320881382722291
jcc,1,5,96,4,2,4,0,0.230159407408792
jcc,1,5,97,7,7,7,1,2.00188021970098
jcc,1,5,98,4,4,4,1,2.0134345900733
jcc,1,5,99,7,7,7,1,1.94811784932972
jcc,1,5,100,9,9,9,1,1.94520212542557
jcc,1,5,101,9,9,9,1,2.00117938019685
jcc,1,5,102,9,9,9,1,2.06337694024842
jcc,1,5,103,7,7,7,1,1.98781348345801
jcc,1,5,104,7,2,2,1,0.566496395069407
jcc,1,5,105,9,2,2,1,0.481339259262313
jcc,1,5,106,2,2,2,1,1.9812368908606
jcc,1,5,107,4,7,7,1,0.514961382708861
jcc,1,5,108,9,9,9,1,2.01458563159395
jcc,1,5,109,2,2,2,1,1.96360133530106
jcc,1,5,110,7,7,7,1,2.01952745876042
jcc,1,5,111,4,9,4,0,0.214173234562622
jcc,1,5,112,9,9,9,1,1.95934194809524
