preparation_time,first_image,second_image
0.55,2,2
0.55,4,4
0.55,7,7
0.55,9,9
0.393198528333717,9,4
0.166699550461421,7,4
0.374510052876641,9,9
0.417255093930777,2,2
0.525357042666634,2,4
0.464402343524785,9,7
0.450172188608335,9,9
0.348820390333821,2,2
0.167093000661151,4,2
0.476746998578297,7,7
0.155449497676736,4,2
0.370016474286042,7,7
0.376718708530021,4,9
0.195167333914859,4,2
0.175110495932506,9,4
0.37988968998681,9,9
0.344194106316276,2,2
0.270568838854056,2,2
0.165918223218651,2,7
0.403557654589645,9,2
0.199734273280217,4,4
0.154642337766155,9,2
0.260666635471413,7,7
0.270618216037665,2,2
0.222127052601338,9,2
0.176791185232587,7,9
0.461693581410411,9,9
0.310299389691326,9,7
0.248325940522701,4,4
0.3595088751424,4,4
0.251994277557286,7,7
0.490763384721771,2,2
0.343401431236131,2,7
0.39925998045443,4,4
0.539229001951706,4,7
0.291899011816744,4,4
0.239858253688282,2,2
0.541485522250588,9,9
0.384829768400325,2,2
0.542672555495,7,7
0.537466432126178,4,7
0.432041574288555,7,7
0.157754323592399,4,4
0.39513215578084,9,9
0.249823667615929,7,7
0.201774282901611,2,2
0.296504453961211,4,4
0.230037402045688,4,4
0.456592565470268,7,4
0.523672466033127,2,4
0.160560959223576,2,2
0.252425441723074,7,7
0.256479218077664,4,4
0.206931085360045,2,9
0.530599724331867,2,7
0.249044781035985,7,2
0.292474465936766,4,4
0.169575635226301,7,9
0.245252268484162,4,4
0.503129902225082,7,7
0.535773206442803,4,9
0.412411129645804,9,9
0.268744442732338,2,2
0.173734389079201,4,4
0.495774593972924,7,7
0.212056358968301,7,2
0.257819236006584,2,9
0.369281860284375,4,4
0.250910976017816,7,9
0.487871234253849,4,4
0.350885953018601,9,9
0.343875757295171,2,2
0.51210345236555,7,7
0.516107354297015,7,2
0.246651081522035,7,7
0.157506756892453,9,9
0.418115878469909,4,4
0.258225363354605,4,4
0.15572258061612,9,9
0.188852156548128,9,9
0.317535082167589,9,9
0.198219290807019,9,9
0.232835599019219,2,2
0.448022186314749,7,7
0.332275198224896,4,4
0.195403853835169,7,4
0.236129465988738,9,7
0.522097301666922,7,7
0.153157899176385,2,2
0.406748735769235,7,7
0.407865011056808,9,9
0.42210051215072,2,2
0.381261385770546,4,9
0.463811285868692,7,7
0.478738872899876,7,7
0.408731734136489,4,7
0.221855852336089,2,4
0.440509201441945,7,7
0.263884835105149,2,2
0.486590620616771,2,2
0.378066858422808,2,9
0.184107048746821,2,2
0.514380878541668,9,9
0.33498236448166,9,4
0.527161480502463,4,4
0.166196912841818,9,9
0.192981987839879,9,9
0.452287835082806,9,9
