id,day,block,trial,first_image,second_image,first_press,correct,real_prep_time
006,1,1,1,1,1,1,1,1.87945147896198
006,1,1,2,4,4,2,0,1.93884041723345
006,1,1,3,7,7,7,1,1.83857218370372
006,1,1,4,10,10,10,1,1.7717589491358
006,1,1,5,7,7,7,1,1.97837524543206
006,1,1,6,7,7,7,1,1.82006541827172
006,1,1,7,7,7,7,1,1.8616210725927
006,1,1,8,7,7,7,1,2.00855183802491
006,1,1,9,10,10,10,1,1.85293187402362
006,1,1,10,7,7,7,1,2.00430965180135
006,1,1,11,4,4,4,1,1.91315282567916
006,1,1,12,7,7,7,1,1.89485878760388
006,1,1,13,1,1,1,1,1.94729168987669
006,1,1,14,4,4,4,1,1.76679470222234
006,1,1,15,7,7,7,1,1.82347144296318
006,1,1,16,1,1,1,1,1.78793720735689
006,1,1,17,1,1,1,1,1.76743608493848
006,1,1,18,7,7,7,1,1.69865060345683
006,1,1,19,10,10,10,1,1.86514660345688
006,1,1,20,1,1,1,1,1.8062317392596
006,1,1,21,7,7,7,1,1.81335904790126
006,1,1,22,1,1,1,1,1.87028052938285
006,1,1,23,10,10,10,1,1.90852910859167
006,1,1,24,10,10,10,1,1.99863914666685
006,1,1,25,7,7,7,1,1.86371172587542
006,1,1,26,10,10,10,1,2.00005207155459
006,1,1,27,10,10,10,1,1.90222836785097
006,1,1,28,1,1,1,1,2.02009621970274
006,1,1,29,1,1,1,1,2.1287644800002
006,1,1,30,1,1,1,1,1.83456102320997
006,1,1,31,7,7,7,1,1.82372100982616
006,1,1,32,10,10,10,1,1.80427182464109
006,1,1,33,4,4,4,1,1.78085859007319
006,1,1,34,4,4,4,1,1.85998344296308
006,1,1,35,4,4,4,1,1.86246254069033
006,1,1,36,4,4,4,1,2.00494768987664
006,1,1,37,10,10,10,1,1.84854571456799
006,1,1,38,10,10,10,1,1.90486036785069
006,1,1,39,10,10,10,1,2.00425671352968
006,1,1,40,1,1,1,1,1.95166788740744
006,1,1,41,7,7,7,1,1.90003450469158
006,1,1,42,10,10,10,1,2.03739182464119
006,1,1,43,4,4,4,1,1.92580031846819
006,1,1,44,4,4,4,1,2.00392635654339
006,1,1,45,10,10,10,1,1.95873305920895
006,1,1,46,10,10,10,1,1.96903646661622
006,1,1,47,1,1,1,1,2.05269603555553
006,1,1,48,4,4,4,1,1.82283855407422
006,1,1,49,1,1,1,1,1.8762062443941
006,1,1,50,4,4,4,1,1.86678186271615
006,1,1,51,4,4,4,1,1.9583197392592
006,1,1,52,4,4,4,1,1.89012950365327
006,1,1,53,7,7,7,1,2.02745998617297
006,1,1,54,1,1,1,1,1.9178677752584
006,1,1,55,4,4,4,1,1.91990145427053
006,1,1,56,1,1,1,1,2.05451459007304
