id,day,block,trial,first_image,second_image,first_press,correct,real_prep_time
004,1,2,1,2,2,2,1,1.74773190429551
004,1,2,2,5,5,5,1,1.81599961794564
004,1,2,3,6,6,6,1,1.85083738603862
004,1,2,4,9,9,9,1,1.28730059025111
004,1,2,5,6,5,6,0,0.1889582767908
004,1,2,6,2,6,2,0,0.0960239375708625
004,1,2,7,5,5,5,1,1.66677697404521
004,1,2,8,9,9,9,1,1.74248751348932
004,1,2,9,9,6,9,0,0.296463798789773
004,1,2,10,9,9,9,1,1.79401096413494
004,1,2,11,5,5,5,1,1.87777166327578
004,1,2,12,5,5,5,1,1.77429558048607
004,1,2,13,9,9,9,1,1.71752240727074
004,1,2,14,9,9,9,1,1.53013948269654
004,1,2,15,9,9,9,1,1.7204844718799
004,1,2,16,9,9,9,1,1.75856145194848
004,1,2,17,6,5,6,0,0.251987197640119
004,1,2,18,2,2,2,1,1.74962159057031
004,1,2,19,6,5,6,0,0.211852343491046
004,1,2,20,2,2,2,1,1.65474685895606
004,1,2,21,6,6,6,1,1.56709270272404
004,1,2,22,9,9,9,1,1.66993030923186
004,1,2,23,5,2,5,0,-0.100579774094513
004,1,2,24,6,6,6,1,1.69982561439974
004,1,2,25,9,9,9,1,1.81684608574142
004,1,2,26,6,6,6,1,1.99018713855185
004,1,2,27,2,9,2,0,-0.0355481119186152
004,1,2,28,2,2,2,1,1.81298702265485
004,1,2,29,6,6,6,1,1.85883898052271
004,1,2,30,2,2,2,1,1.6617628565582
004,1,2,31,5,9,5,0,-0.0462330908630975
004,1,2,32,5,5,5,1,1.75102141743992
004,1,2,33,9,6,9,0,-0.02178744279081
004,1,2,34,2,2,2,1,1.75037091350532
004,1,2,35,2,2,2,1,1.69668251063558
004,1,2,36,9,5,9,0,0.00870022477465682
004,1,2,37,5,6,5,0,0.24055304430658
004,1,2,38,5,5,5,1,1.72591978200944
004,1,2,39,9,9,9,1,1.60485604792484
004,1,2,40,5,5,5,1,1.74825499267899
004,1,2,41,5,2,5,0,0.325110690231668
004,1,2,42,6,6,6,1,1.73599561364972
004,1,2,43,2,2,2,1,1.79238391260151
004,1,2,44,9,2,9,0,0.134602959500626
004,1,2,45,6,9,6,0,0.236370740138227
004,1,2,46,9,9,9,1,1.69942502587219
004,1,2,47,5,6,6,1,0.539284380123718
004,1,2,48,6,6,6,1,1.74400086834794
004,1,2,49,6,9,6,0,0.0550222952733748
004,1,2,50,5,6,5,0,0.176331828552065
004,1,2,51,2,2,2,1,1.80218619629159
004,1,2,52,5,5,5,1,1.74995620746631
004,1,2,53,6,6,6,1,1.8776839596685
004,1,2,54,9,9,9,1,1.93849582399707
004,1,2,55,2,2,2,1,1.85692351413309
004,1,2,56,6,6,6,1,1.62023852454149
004,1,2,57,2,6,2,0,-0.0732460899744183
004,1,2,58,6,6,6,1,1.71977479333873
004,1,2,59,5,5,5,1,1.80684225991718
004,1,2,60,5,5,5,1,1.48580702164327
004,1,2,61,5,9,5,0,0.092180619656574
004,1,2,62,5,5,5,1,1.66839524969691
004,1,2,63,2,9,2,0,0.158252221328439
004,1,2,64,6,6,6,1,1.82877841131995
004,1,2,65,2,2,2,1,1.68814936946728
004,1,2,66,5,5,5,1,1.69089419784723
004,1,2,67,5,5,5,1,1.90477686584927
004,1,2,68,9,9,9,1,1.70039964199532
004,1,2,69,2,2,2,1,1.74289087101351
004,1,2,70,6,6,6,1,1.66351977497106
004,1,2,71,6,6,6,1,1.81958939108881
004,1,2,72,6,2,6,0,0.104683018667856
004,1,2,73,2,2,2,1,1.77384289752808
004,1,2,74,5,5,5,1,1.82625860592816
004,1,2,75,2,5,2,0,0.141792412701761
004,1,2,76,5,5,5,1,1.665882369678
004,1,2,77,5,5,5,1,1.54942618770292
004,1,2,78,9,9,9,1,1.68792707836838
004,1,2,79,6,6,6,1,1.84272667727782
004,1,2,80,2,2,2,1,1.92891118189436
004,1,2,81,5,9,5,0,0.00993800899595954
004,1,2,82,2,6,2,0,0.128404343646253
004,1,2,83,6,9,9,1,0.398679997626459
004,1,2,84,2,9,9,1,0.439200350578176
004,1,2,85,9,9,9,1,1.9124382888258
004,1,2,86,6,2,6,0,0.196301071060589
004,1,2,87,2,5,2,0,0.0783017225039657
004,1,2,88,9,6,6,1,0.382555572316051
004,1,2,89,6,6,6,1,1.70506494055735
004,1,2,90,9,9,9,1,1.95786077127559
004,1,2,91,9,2,9,0,0.180365089938277
004,1,2,92,9,9,9,1,1.76492259994848
004,1,2,93,2,2,2,1,1.85685427370481
004,1,2,94,9,5,9,0,-0.0055961711332202
004,1,2,95,2,2,2,1,1.74111238619662
004,1,2,96,5,2,5,0,0.169391263974831
004,1,2,97,6,6,6,1,1.73604079915094
004,1,2,98,5,5,5,1,1.89221126059419
004,1,2,99,2,2,2,1,1.79976426498615
004,1,2,100,9,5,9,0,0.174793122248957
004,1,2,101,6,2,6,0,0.156435648677871
004,1,2,102,6,6,6,1,1.71135726690409
004,1,2,103,5,5,5,1,1.89396556210704
004,1,2,104,2,2,2,1,1.59790020794026
004,1,2,105,9,9,9,1,1.52793622604804
004,1,2,106,9,2,9,0,0.164572934852913
004,1,2,107,2,5,6,0,0.387752370093949
004,1,2,108,6,6,6,1,1.82663986014086
