preparation_time,first_image,second_image
0.942249329842203,2,2
0.942249329842203,4,4
0.942249329842203,7,7
0.942249329842203,9,9
0.236490027336397,7,7
0.25184531342175,2,9
0.546674878001788,9,4
0.416312453663906,7,7
0.339267334831711,7,7
0.357328155258214,7,7
0.26087825540138,9,9
0.332374203310203,2,2
0.230906830703098,9,9
0.287322534216607,7,7
0.177407555215478,4,4
0.151531414753477,7,7
0.172859252841556,2,2
0.204295949008368,2,2
0.240866395926867,4,2
0.264572001565489,4,4
0.329413890992855,9,9
0.287016833562499,2,4
0.290721206888432,7,7
0.576415879345924,4,4
0.23589222614233,2,2
0.297779492236487,4,7
0.28687940349673,2,2
0.323459245823587,7,7
0.105419917396393,9,9
0.290196877208924,2,2
0.317105729428401,2,2
0.27724503025911,9,7
0.233235527838335,4,4
0.566029113036801,2,4
0.321658352551762,7,7
0.246658241628259,2,2
0.161216231733926,9,9
0.942249329842203,9,9
0.0998895681845392,7,7
0.17972064066427,9,9
0.119693161243915,4,9
0.202393430429523,9,9
0.230058607190086,7,9
0.26627197706718,9,7
0.205347414273892,7,2
0.274686208207623,2,2
0.314064337433213,2,9
0.236579074227343,9,4
0.195265681356792,4,4
0.206003913838889,9,9
0.258350529914403,2,2
0.131333236814706,2,2
0.323853619043678,7,7
0.267408252607247,9,9
0.349273642548281,2,9
0.265245190746216,4,4
0.288332053081861,9,2
0.329940479276118,7,7
0.396224908216306,9,9
0.176995731110822,7,9
0.196975388577373,4,4
0.179042412966279,4,4
0.235885758387401,4,4
0.383605344336102,4,4
0.295228282677842,2,7
0.277736670723862,2,2
0.260849775595421,7,4
0.219822022413919,4,4
0.191463231405159,7,7
0.246413644974765,4,7
0.394387442718048,7,9
0.362643704807811,7,4
0.195826068942791,7,4
0.174421548706135,4,9
0.208699867248286,7,7
0.264697813843864,9,9
0.209331906770933,9,9
0.288808561663566,9,9
0.169949484884846,2,2
0.238458688359432,7,7
0.303032576204559,9,9
0.224917831579165,7,7
0.491862326237476,9,9
0.302911531668935,4,4
0.527868583479567,7,2
0.172408109749106,4,4
0.284641203451196,9,9
0.257894904565846,4,2
0.267742298553806,9,4
0.275170103052453,9,9
0.337785328680939,2,2
0.313903165203424,2,7
0.22356776885707,4,4
0.330247123410353,2,2
0.410256576941325,4,4
0.370875049484996,4,4
0.322118054070484,9,2
0.222694004300273,4,2
0.247075119353452,4,4
0.322809053844891,2,7
0.41862082279267,2,4
0.369362013129297,7,7
0.276605070107488,9,2
0.324475451017295,7,7
0.411945027869287,4,9
0.321213762527941,9,7
0.239655069295242,2,2
0.245788032864042,7,2
0.222158016423829,2,2
0.275947880148784,4,7
0.428522750392188,4,4
0.195953437689377,2,2
