preparation_time,first_image,second_image
0.706860360643357,2,2
0.706860360643357,4,4
0.706860360643357,7,7
0.706860360643357,9,9
0.270878822734466,9,9
0.329283302934128,9,9
0.241669507552613,9,2
0.393041855967187,7,7
0.220143310331509,4,4
0.291970734286439,4,9
0.336697268319527,9,9
0.468530082509598,2,2
0.156452834005217,2,2
0.174907814549963,9,9
0.269319352271816,4,4
0.262640500215971,4,9
0.179518966275858,2,9
0.40312363162578,9,2
0.205465358642099,2,2
0.307589429191502,7,7
0.378087456619456,2,2
0.218069988187487,7,7
0.251689571154361,4,4
0.382057964369044,2,2
0.288602425721339,9,9
0.261042084816067,9,4
0.159006423131251,7,7
0.343050182826997,7,2
0.502988020667486,2,4
0.189924040686675,9,9
0.302053523375354,4,4
0.292559989081136,4,2
0.319435115077745,7,9
0.247401780917303,4,4
0.233393027919991,7,9
0.571018192466457,7,7
0.264757585249032,9,9
0.24685823276315,2,2
0.465967990836038,2,2
0.198861066588979,7,7
0.306622345058343,7,7
0.109970051419983,7,4
0.163262831190973,7,7
0.276209751822978,9,9
0.12363781331231,7,2
0.278585896708814,7,7
0.419670568034487,9,4
0.234175087758462,4,4
0.31414724787833,2,2
0.289651754728309,2,2
0.175354753514818,2,9
0.305363600304423,2,7
0.222519377776723,4,4
0.267358597652109,4,4
0.46303615373677,9,7
0.449111653860311,4,4
0.382475994919682,4,7
0.249652065816775,9,9
0.287081005439605,4,4
0.439789524966115,7,7
0.367935152213009,2,7
0.22131180367361,4,4
0.475924337245999,7,7
0.113144414571674,7,7
0.369110626438672,4,4
0.167898899208814,9,9
0.208266955297067,7,7
0.592412974271109,2,2
0.158922037053232,9,2
0.323918603951601,2,2
0.145234119234535,2,2
0.251288287867997,7,7
0.422313741657816,4,7
0.373938826635431,2,2
0.392321271293059,7,9
0.388860904776076,7,7
0.465745063848091,4,4
0.550650481269158,9,9
0.148656417778799,4,4
0.375306612497101,2,7
0.247955402321405,4,4
0.377975318149776,9,9
0.261352486695099,7,4
0.269384023882831,4,4
0.255430687737162,2,9
0.191651749690511,9,9
0.706860360643357,9,7
0.140322813156148,2,2
0.498877043759041,9,7
0.233177041821432,4,7
0.262195203261407,4,4
0.236861673808632,2,4
0.216937434019814,2,4
0.264865795627011,4,2
0.332387024883637,9,9
0.149602580536875,4,2
0.240502737157985,9,4
0.182809250037494,9,9
0.274474455763866,7,7
0.461070346791912,2,2
0.325349138915372,7,4
0.241007989784906,4,9
0.293399048501001,9,9
0.270208581547398,2,2
0.33513276275574,9,9
0.257074423881843,7,7
0.257663108520034,7,2
0.275231850704547,9,9
0.425632749343427,4,4
0.289566521830481,2,2
0.452098682160456,7,7
0.286834318844813,2,2
