id,day,block,trial,first_image,second_image,first_press,correct,real_prep_time
012,1,1,1,3,3,3,1,3.9707722196863
012,1,1,2,5,5,5,1,1.30256708133993
012,1,1,3,6,6,6,1,1.81866323515123
012,1,1,4,8,8,8,1,1.87369326998987
012,1,1,5,6,6,6,1,1.83364830965866
012,1,1,6,6,6,6,1,1.81334994172448
012,1,1,7,6,6,6,1,1.81015551267774
012,1,1,8,6,6,6,1,1.87811622598201
012,1,1,9,8,8,8,1,1.81442695867781
012,1,1,10,6,6,6,1,1.96984001293322
012,1,1,11,5,5,5,1,1.77654292154648
012,1,1,12,6,6,6,1,2.00659986467872
012,1,1,13,3,3,3,1,1.77870881677381
012,1,1,14,5,5,5,1,1.90274765006552
012,1,1,15,6,6,6,1,1.79334264979752
012,1,1,16,3,3,3,1,2.19352342961565
012,1,1,17,3,3,3,1,1.8203346095197
012,1,1,18,6,6,6,1,1.74425305291743
012,1,1,19,8,8,8,1,1.70658053644365
012,1,1,20,3,3,3,1,1.90281204497433
012,1,1,21,6,6,6,1,1.78346748900776
012,1,1,22,3,3,3,1,1.75494697587101
012,1,1,23,8,8,8,1,1.89185494566937
012,1,1,24,8,8,8,1,1.87193909361804
012,1,1,25,6,6,6,1,1.7958308783127
012,1,1,26,8,8,8,1,1.87093820842847
012,1,1,27,8,8,8,1,1.86340970874335
012,1,1,28,3,3,3,1,1.84472873771483
012,1,1,29,3,3,3,1,1.99516071364451
012,1,1,30,3,3,3,1,1.88615510673117
012,1,1,31,6,6,6,1,1.91364443806333
012,1,1,32,8,8,8,1,1.85980346741462
012,1,1,33,5,5,5,1,1.80486783408014
012,1,1,34,5,5,5,1,1.87960036953109
012,1,1,35,5,5,5,1,1.8792670538719
012,1,1,36,5,5,5,1,1.86951040442636
012,1,1,37,8,8,8,1,2.01502013649451
012,1,1,38,8,8,8,1,1.81878221946499
012,1,1,39,8,8,8,1,1.91544439824111
012,1,1,40,3,3,3,1,1.79168665955149
012,1,1,41,6,6,6,1,1.92771452816896
012,1,1,42,8,8,8,1,1.78462448907339
012,1,1,43,5,5,5,1,1.92596508836505
012,1,1,44,5,5,5,1,1.80137111604427
012,1,1,45,8,8,8,1,2.09195428767362
012,1,1,46,8,8,8,1,1.75386673981393
012,1,1,47,3,3,3,1,1.79751288914031
012,1,1,48,5,5,5,1,1.90691135852467
012,1,1,49,3,3,3,1,1.9065047977233
012,1,1,50,5,5,5,1,1.81817794849667
012,1,1,51,5,5,5,1,1.83835221026857
012,1,1,52,5,5,5,1,1.84827359317114
012,1,1,53,6,6,6,1,1.86835359763427
012,1,1,54,3,3,3,1,1.83828939560271
012,1,1,55,5,5,5,1,1.86334272880958
012,1,1,56,3,3,3,1,1.83330875358115
