preparation_time,first_image,second_image
0.646576419062709,2,2
0.646576419062709,4,4
0.646576419062709,7,7
0.646576419062709,9,9
0.540556415216306,7,7
0.179414709666105,7,7
0.235553808925938,7,7
0.126453456351702,7,7
0.388773303808971,9,9
0.297743849432216,7,7
0.216965389062294,4,4
0.257416294921321,7,7
0.408307619465966,2,2
0.203781498515694,4,4
0.257968093915725,7,7
0.194186700912241,2,2
0.141155362130273,2,2
0.410565632608424,7,7
0.605951943397328,9,9
0.567335721928966,2,2
0.578137927447918,7,7
0.361299629477746,2,2
0.280055454007017,9,9
0.209345656419023,9,9
0.169951338742536,7,7
0.257996011666561,9,9
0.392197271510295,9,9
0.266860255927255,2,2
0.309076280963294,2,2
0.177712757124561,2,2
0.302734575116127,7,7
0.61706623153681,9,9
0.294854884580724,4,4
0.368029978080132,4,4
0.253721365950742,4,4
0.263527046400896,4,4
0.184909469596836,9,9
0.309718910901388,9,9
0.241205597986988,9,9
0.407384247777373,2,2
0.399649495746969,7,7
0.439981305473046,9,9
0.504664796038876,4,4
0.444674836298354,4,4
0.336595269979715,9,9
0.179557411929788,9,9
0.342072477197182,2,2
0.646576419062709,4,4
0.359572663685345,2,2
0.213881573169299,4,4
0.227403309504961,4,4
0.360219025806215,4,4
0.412442338546005,7,7
0.208354997192979,2,2
0.447567725274679,4,4
0.272513188029989,2,2
