preparation_time,first_image,second_image
0.769000153356194,2,2
0.769000153356194,4,4
0.769000153356194,7,7
0.769000153356194,9,9
0.210881857872684,2,2
0.274199572629754,4,4
0.270081877798796,9,7
0.323532439822883,7,7
0.336070142168807,4,4
0.434881462058517,4,4
0.226279316064493,4,4
0.494702611120886,2,7
0.238057678437141,2,2
0.410751992482764,7,9
0.221256769113168,9,2
0.288955895485743,7,9
0.387123777964431,7,4
0.303434420227848,9,2
0.270180864316697,9,9
0.274678414618253,7,7
0.133012215344042,2,7
0.221531238976454,2,2
0.769000153356194,4,4
0.400107235751466,7,7
0.540069731780289,9,9
0.398950022134381,9,9
0.59502336908303,4,9
0.482738311403231,4,4
0.264799930583696,4,4
0.346895176687373,9,9
0.243731034689235,2,4
0.336443600069886,2,7
0.233365293918925,4,4
0.456411346223536,2,4
0.36797415815133,2,9
0.338710536333011,7,7
0.211497168966394,9,9
0.409947205621677,4,9
0.36301755868751,9,9
0.314509217860806,7,2
0.34184435686497,9,4
0.212945196510575,2,2
0.184775542414307,4,4
0.707085295412032,7,7
0.738731670932499,9,9
0.253121248935906,7,7
0.352018513326538,2,2
0.313951265410038,9,9
0.358522708317196,4,9
0.306691287202391,7,7
0.303002396158859,7,2
0.284757603051523,9,9
0.2347068943641,4,4
0.247136869186586,2,2
0.255939688636574,9,9
0.35630589118333,9,9
0.43248871420714,7,7
0.327955323087137,2,2
0.134978804608802,7,4
0.504577759630741,4,7
0.349880479755986,4,2
0.231001404355977,7,7
0.219402743983312,4,4
0.207724321118879,7,7
0.20878957699772,2,4
0.267255683704072,4,4
0.28718225370019,7,2
0.24616838455481,2,2
0.321254933476036,4,2
0.340416062176456,9,7
0.515212641369041,7,7
0.278704596434407,7,4
0.361652749510878,9,9
0.382828164506009,7,9
0.2257915976441,2,2
0.283561549261325,2,9
0.17733300325977,9,4
0.297319793437455,9,9
0.217035793020499,7,7
0.273416315138906,7,7
0.291240607066854,4,4
0.29611336757258,7,7
0.205329911197791,4,4
0.241379038330988,4,4
0.261236935081697,7,7
0.242072649519632,9,9
0.288370732666473,9,9
0.279888007656595,4,7
0.587899035476677,9,2
0.263104674348722,4,7
0.32776572919447,4,4
0.273396122553308,2,9
0.351537011151112,2,2
0.258899460195902,7,7
0.243727198575012,4,4
0.251811581913599,7,7
0.314882201155613,9,4
0.191998175826509,9,9
0.342193819846591,2,2
0.284457053990508,9,9
0.234657472796174,9,9
0.261099841667901,2,2
0.189699051670785,2,2
0.398084676178705,2,2
0.259971118291828,4,2
0.150561575441583,2,2
0.237046323920444,2,2
0.25926219141314,4,4
0.169693868422529,2,2
0.180553609788757,9,7
0.292090688754395,2,2
0.218939837916614,7,7
