preparation_time,first_image,second_image
0.829757981343872,2,2
0.829757981343872,4,4
0.829757981343872,7,7
0.829757981343872,9,9
0.300195203532209,4,2
0.572899733039923,2,7
0.149362721254455,4,9
0.320654298182209,9,9
0.555538363535927,2,2
0.240933217102425,9,9
0.304370257194812,7,7
0.432537340607267,4,4
0.230111388613405,7,7
0.326479117465893,4,4
0.174600472419562,7,2
0.594798943726562,7,7
0.246194986913221,2,2
0.260571482938064,4,4
0.171187004907587,2,4
0.251712985639178,7,7
0.223388843690673,2,2
0.168103283881172,9,2
0.350181347587696,7,7
0.324502117781983,9,7
0.292299483555015,2,2
0.40771970699366,2,2
0.210613610824853,4,4
0.222372872964012,2,2
0.377515298609117,9,9
0.218625765838807,2,4
0.246911575185723,7,9
0.322485231527553,9,9
0.251801954437224,4,9
0.199465969061842,9,9
0.362669845039383,4,4
0.44811155502225,9,9
0.50581753079341,7,7
0.276170301451027,2,2
0.232144357548346,9,4
0.17663633316931,7,7
0.39450554182995,7,4
0.220951519534092,9,9
0.365899591838477,7,7
0.524260193526433,9,9
0.275813242654723,2,7
0.301733060825592,7,7
0.361141834354123,9,9
0.429393424413653,4,7
0.188865778082002,4,4
0.162477274215966,2,2
0.201754911016447,4,4
0.352360225672709,7,7
0.264058557050695,4,4
0.319628309166708,9,9
0.370079147629291,2,2
0.166299722978002,9,2
0.140191678595071,2,7
0.326549705295998,7,7
0.503562299138634,4,4
0.194997764522811,4,4
0.21233974679993,4,4
0.270744207995299,9,9
0.148974750924716,9,9
0.258091710525024,9,9
0.26076257699539,7,4
0.282900754329163,4,4
0.390396254897928,2,2
0.406435682986951,4,7
0.423142567597963,2,2
0.497873567498593,4,4
0.37823599845127,9,9
0.101102055314186,4,4
0.214046427477259,7,9
0.377324620756186,9,7
0.169765663245346,9,4
0.262333253211343,9,4
0.199081712645499,9,9
0.557995472013566,2,9
0.294402026256296,4,2
0.343831208933842,9,2
0.285991252053097,7,7
0.172844326006495,4,7
0.199764912129229,2,2
0.199756580318857,9,9
0.181584872563564,2,2
0.326240367814796,4,4
0.829757981343872,4,4
0.16824805773917,9,9
0.224026923016011,2,2
0.418351216089042,7,7
0.433197795834315,2,4
0.262670293479565,7,7
0.341202668217438,9,9
0.324042675924221,2,2
0.273122042441286,7,7
0.224705066168776,2,2
0.472377400986858,2,2
0.309019627854027,4,4
0.514728942209754,7,2
0.274572580012789,9,7
0.637535861687578,7,7
0.232098201868415,7,9
0.298708420749941,7,7
0.171566618537888,2,9
0.152509273492161,4,9
0.275019364924396,4,2
0.192566200165352,2,9
0.27340982148608,7,4
0.27156593260375,4,4
0.275568210352758,7,2
0.168600318201157,7,7
0.308092361403082,2,2
