id,day,block,trial,first_image,second_image,first_press,correct,real_prep_time
bias_0,1,5,1,2,2,2,1,1.96764506577165
bias_0,1,5,2,4,4,4,1,2.00232895705267
bias_0,1,5,3,7,7,7,1,1.98302733250603
bias_0,1,5,4,9,9,9,1,1.99725817897706
bias_0,1,5,5,2,2,2,1,1.96699771274871
bias_0,1,5,6,2,2,2,1,1.95549282385036
bias_0,1,5,7,7,9,7,0,0.169127922839834
bias_0,1,5,8,2,7,7,1,0.44038845913019
bias_0,1,5,9,7,7,7,1,1.94766345706012
bias_0,1,5,10,7,7,7,1,1.96505582462123
bias_0,1,5,11,2,2,2,1,1.98513298702892
bias_0,1,5,12,9,9,9,1,1.99598042581056
bias_0,1,5,13,7,7,7,1,1.97288977824792
bias_0,1,5,14,4,2,2,1,0.437265818327433
bias_0,1,5,15,7,7,7,1,1.96782321756473
bias_0,1,5,16,4,4,4,1,1.99742166843498
bias_0,1,5,17,4,4,4,1,1.98049851579708
bias_0,1,5,18,2,4,4,1,0.316108728860854
bias_0,1,5,19,7,2,2,1,0.99915051474818
bias_0,1,5,20,7,7,7,1,1.95796158073063
bias_0,1,5,21,7,4,4,1,0.369408802725957
bias_0,1,5,22,4,4,4,1,1.98821986129042
bias_0,1,5,23,4,4,4,1,2.03843334267731
bias_0,1,5,24,7,7,7,1,1.92200129538833
bias_0,1,5,25,4,4,4,1,1.96424718941853
bias_0,1,5,26,4,4,4,1,2.00983225465461
bias_0,1,5,27,9,9,9,1,2.00111323365127
bias_0,1,5,28,7,2,2,1,0.3224947550043
bias_0,1,5,29,9,9,9,1,2.01050449053582
bias_0,1,5,30,7,7,7,1,2.01751777218306
bias_0,1,5,31,2,2,2,1,2.03109341133677
bias_0,1,5,32,2,7,2,0,0.174929298576899
bias_0,1,5,33,9,9,9,1,1.96533703683235
bias_0,1,5,34,9,9,9,1,2.03780682562501
bias_0,1,5,35,2,2,2,1,1.96194891465711
bias_0,1,5,36,4,4,4,1,1.99565811229695
bias_0,1,5,37,9,9,9,1,2.04706066240033
bias_0,1,5,38,7,7,7,1,2.00470954857883
bias_0,1,5,39,4,4,4,1,1.98269468010403
bias_0,1,5,40,2,2,2,1,1.9615771973331
bias_0,1,5,41,2,2,2,1,1.94768485191162
bias_0,1,5,42,9,4,4,1,0.329644717930933
bias_0,1,5,43,9,7,7,1,0.309029199619545
bias_0,1,5,44,4,7,4,0,0.12376372863946
bias_0,1,5,45,9,7,7,1,0.304121823326568
bias_0,1,5,46,7,7,7,1,1.99565288356098
bias_0,1,5,47,2,4,4,1,0.731971511195297
bias_0,1,5,48,4,9,4,0,0.0925646261166548
bias_0,1,5,49,2,7,7,1,0.270792157374672
bias_0,1,5,50,9,9,9,1,1.99004735595372
bias_0,1,5,51,4,7,7,1,0.386471688601887
bias_0,1,5,52,2,2,2,1,1.96186047197261
bias_0,1,5,53,2,2,2,1,1.95395023564924
bias_0,1,5,54,9,7,7,1,0.317719472965109
bias_0,1,5,55,9,2,2,1,0.342343350450392
bias_0,1,5,56,4,4,4,1,2.01163857443316
bias_0,1,5,57,9,2,2,1,0.295119984773919
bias_0,1,5,58,9,9,9,1,1.97404180953163
bias_0,1,5,59,2,2,2,1,1.94366571374121
bias_0,1,5,60,7,9,7,0,0.145317175090895
bias_0,1,5,61,2,9,9,1,0.272265481573413
bias_0,1,5,62,9,4,2,0,0.294941929925699
bias_0,1,5,63,4,4,4,1,2.00714428909123
bias_0,1,5,64,9,9,9,1,2.00820587684575
bias_0,1,5,65,2,2,2,1,1.99787598388502
bias_0,1,5,66,4,4,4,1,2.01838345020951
bias_0,1,5,67,9,9,9,1,1.98009967315011
bias_0,1,5,68,2,9,9,1,0.4119114047935
bias_0,1,5,69,9,9,9,1,1.96543138995185
bias_0,1,5,70,9,9,9,1,1.98534183055745
bias_0,1,5,71,4,2,2,1,0.301581524283392
bias_0,1,5,72,2,2,2,1,1.97156024169817
bias_0,1,5,73,4,4,4,1,1.99822556290019
bias_0,1,5,74,7,7,7,1,1.9654538314644
bias_0,1,5,75,4,4,4,1,2.00882226566318
bias_0,1,5,76,2,2,2,1,2.0133412397845
bias_0,1,5,77,4,9,9,1,0.297724253032357
bias_0,1,5,78,7,7,7,1,1.9369118228351
bias_0,1,5,79,2,2,2,1,1.96333114878507
bias_0,1,5,80,7,4,4,1,0.415227646473795
bias_0,1,5,81,9,9,9,1,1.98836713211495
bias_0,1,5,82,7,7,7,1,1.92969687472214
bias_0,1,5,83,7,7,7,1,1.96256163547514
bias_0,1,5,84,4,4,4,1,1.98849627135496
bias_0,1,5,85,2,9,9,1,0.445327019755496
bias_0,1,5,86,4,4,4,1,1.98769502429059
bias_0,1,5,87,2,4,4,1,0.314824449407752
bias_0,1,5,88,7,9,9,1,0.268824287559255
bias_0,1,5,89,4,4,4,1,1.99152902264905
bias_0,1,5,90,4,4,4,1,1.98395205418637
bias_0,1,5,91,2,2,2,1,1.97025438722631
bias_0,1,5,92,7,7,7,1,2.02346851212496
bias_0,1,5,93,2,2,2,1,2.00115614656534
bias_0,1,5,94,9,4,4,1,0.348803566172137
