preparation_time,first_image,second_image
0.0531781352908985,5,5
0.386940018945665,8,8
0.434216702302564,6,5
0.466566094601001,8,8
0.185965210313681,5,5
0.263358662638752,5,5
0.383141960541347,8,6
0.342786750252031,5,3
0.170427975065814,5,3
0.225172076353521,8,8
0.457358395547141,3,8
0.378878974989094,3,6
0.0843107609307212,3,3
0.142825221579726,5,5
0.449743273511728,3,3
0.235717292725342,3,3
0.14202994931545,6,6
0.206119115317359,5,5
0.235489514792508,8,5
0.389878028702709,6,5
0.109887823121786,8,8
0.434669503467495,6,6
0.220913679270682,3,3
0.264595101803768,8,8
0.108569163681909,5,5
0.172488819407328,8,8
0.475627087282433,8,8
0.26345998700686,5,6
0.118591977789216,5,5
0.298466165827952,8,3
0.329301142339636,5,8
0.432061965539624,8,8
0.242855971022825,5,5
0.48113912819278,8,6
0.138060680011365,6,6
0.282465182294712,6,6
0.230717393946683,8,3
0.175467368563513,6,6
0.321840272977058,3,3
0.0858525876226979,3,3
0.272816558522276,8,8
0.263332393478867,5,5
0.381112446706898,8,8
0.182055336360539,3,3
0.147689993071427,6,5
0.142511276948814,6,6
0.491922660901149,5,5
0.253815665237894,6,8
0.481408236159702,3,3
0.453247951876625,5,8
0.248408166546037,8,8
0.234482895233256,5,8
0.347433877415816,8,5
0.47029160225919,6,6
0.412041638798872,6,6
0.263513886126642,6,6
0.272274626359688,8,8
0.164927755586785,6,8
0.323372371195569,8,8
0.0784710828550222,5,5
0.307163054080061,3,6
0.0911656604680259,3,5
0.284240367211121,6,6
0.318943582918712,3,3
0.397688616109818,5,6
0.286300412669936,8,8
0.337673811897955,3,3
0.293165101440658,3,3
0.169512095857012,6,8
0.189940321281241,6,3
0.249382007581323,3,6
0.219581080556845,3,3
0.305293270925485,5,5
0.235793826634876,3,5
0.479030866408001,3,8
0.318505557017466,3,8
0.263338712169018,8,8
0.497974792338091,8,3
0.15142719954895,3,3
0.254444831411109,6,6
0.24538894737221,6,6
0.392250925958361,5,5
0.307191281568953,3,5
0.359625281762125,6,6
0.235389398596905,3,3
0.147840362640443,8,8
0.116090035740561,3,3
0.164617193677079,8,8
0.228162198059636,3,3
0.0807998006210016,6,6
0.410015137555074,8,8
0.0809277138860668,5,5
0.0667829949576531,8,6
0.139682426425464,6,6
0.150026105866265,6,3
0.169095178191233,6,6
0.0565292727516294,3,3
0.223359582185553,6,6
0.357221886400243,3,3
0.0942571774821351,5,3
0.362477345272663,5,5
0.0913415579848092,5,5
0.445931761151204,8,5
0.251616168660459,5,6
0.3039396088468,5,5
0.239773088933678,6,3
0.411379555449412,6,6
0.201453493887748,5,5
