preparation_time,first_image,second_image
0.489726950696717,3,8
0.379205831661084,3,3
0.0930327625853989,5,5
0.275272747674942,6,6
0.258062035342109,8,8
0.0503347502495328,3,3
0.49502252320719,3,3
0.444928973528793,5,5
0.147745018812296,3,3
0.322419875590678,3,3
0.262378904241168,8,8
0.211599011656976,6,6
0.288181603538749,3,5
0.304170399807682,5,5
0.425097050562136,5,3
0.078265995118245,3,3
0.32286498042084,6,6
0.27662573522331,6,5
0.1221344117715,3,3
0.115450465350323,8,8
0.337028387909711,5,5
0.447307763162584,6,3
0.0647896148827571,3,3
0.242609855660654,8,5
0.445051882967673,5,5
0.2644281857684,3,3
0.215406741897092,8,5
0.158292613336585,8,6
0.0717042997236334,3,5
0.128825050644117,8,8
0.300548944699857,8,8
0.288538467337805,6,6
0.29489969777765,3,3
0.184573736877522,8,8
0.439440814046508,8,8
0.431125944595971,3,3
0.25956516498373,6,6
0.388111188553611,8,8
0.402606802745005,3,6
0.215643581838271,8,8
0.129790895285305,6,6
0.163791726642964,8,8
0.156690976795723,3,3
0.226353002832299,6,6
0.0532428842804631,5,5
0.176400882516474,3,3
0.291681552625673,8,8
0.240376686655091,8,6
0.289321846046319,5,5
0.383034811893761,3,5
0.46904694774123,5,8
0.196698673609868,6,6
0.171758084905362,6,8
0.264300760387102,3,3
0.324327294603694,5,6
0.134262695397762,5,5
0.0625979144703028,8,8
0.14179709750374,6,6
0.160297052469962,8,8
0.246348753070878,6,6
0.333918158962171,8,3
0.18564062741884,8,8
0.488978020960581,5,6
0.442016753615194,3,3
0.329329414127909,6,6
0.202049183410726,5,5
0.126379222233495,3,6
0.3468785680629,6,6
0.371952081400662,6,3
0.0797453225565226,8,8
0.398802294662046,3,6
0.449882965001934,8,8
0.334500697806287,8,6
0.366508633971249,5,5
0.438549900376743,5,8
0.476925759448908,5,5
0.208344389856305,6,3
0.0766408121617841,8,8
0.189929791142177,6,8
0.126882938926273,3,3
0.218321932991652,3,3
0.276786964369724,6,5
0.40572135634682,5,5
0.478616855046403,5,6
0.180419375344973,5,5
0.478406342483437,6,6
0.132819919263027,6,6
0.24802760903004,8,5
0.132124765740479,6,5
0.167292935305331,3,8
0.0577431040053222,3,8
0.160825827419699,5,3
0.223930351227378,8,3
0.273725623198291,8,3
0.18659366691157,6,6
0.0558684759204853,3,3
0.444582557637583,8,8
0.156242779976485,6,6
0.148505664002684,5,8
0.0518743394530032,5,5
0.167013921007724,6,6
0.173746624546935,5,5
0.308039656280916,5,5
0.284182966842906,5,5
0.409653390117646,5,3
0.400255029846007,5,5
0.468535430960303,6,6
0.286569467854025,6,8
