preparation_time,first_image,second_image
0.55,3,3
0.55,5,5
0.55,6,6
0.55,8,8
0.234651246400024,6,6
0.25621866374889,6,6
0.346629263712135,6,6
0.171345018046832,6,6
0.379647042196805,8,8
0.208691429962324,6,6
0.385722214761314,5,5
0.429903344008372,6,6
0.19093377153113,3,3
0.315622395127827,5,5
0.427760063091098,6,6
0.315671707810761,3,3
0.169981383578435,3,3
0.364358562366205,6,6
0.415517858087916,8,8
0.355955644823323,3,3
0.527837902396325,6,6
0.384622016200797,3,3
0.511360766115153,8,8
0.204989881658495,8,8
0.205710538900303,6,6
0.47295651548381,8,8
0.309070734794213,8,8
0.216141678846773,3,3
0.521003432158414,3,3
0.289106343898203,3,3
0.450324841254462,6,6
0.440399194140181,8,8
0.503322436482324,5,5
0.399468882822244,5,5
0.450376973610935,5,5
0.289559336791137,5,5
0.25797115670601,8,8
0.508354487278427,8,8
0.321236475948518,8,8
0.535936018859354,3,3
0.415376599127379,6,6
0.398678288083649,8,8
0.19589838918135,5,5
0.529795703482829,5,5
0.329964853391976,8,8
0.381355845754853,8,8
0.313254721104512,3,3
0.244810792097211,5,5
0.511351808224902,3,3
0.379471794668914,5,5
0.151148130812464,5,5
0.39685796544829,5,5
0.280657960708838,6,6
0.360823240903044,3,3
0.50437683972431,5,5
0.292907904001,3,3
